Year,Date,Geography Name,CBSA Code,Households,Median Household Income,Industrial Employment,Office Employment,Population,rent,Total Employment,Market Cap Rate,National index,Emp_house_perc,Ind_perc,Rent Burden,Office_perc,Emp_perc,Market Sale Price Index
2016,2016 Q2,Jefferson City - MO,27620,55958,55443,9901,9331,151452,503,76920,0.078,224.233,1.37460238,0.128718149,0.108868568,0.121307852,0.507883686,162.4
2016,2016 Q3,Jefferson City - MO,27620,55927,55231,9904,9383,151540,504,77102,0.077,228.674,1.378618556,0.128453218,0.109503721,0.121695935,0.508789758,163.7
2016,2016 Q4,Jefferson City - MO,27620,55766,55031,10195,9435,151528,506,77570,0.077,230.972,1.390990926,0.131429676,0.11033781,0.121632074,0.511918589,165.3
2017,2017 Q1,Jefferson City - MO,27620,55603,54111,10381,9612,151513,513,77954,0.077,232.78,1.401974714,0.133168279,0.113766147,0.123303487,0.514503706,167.4
2017,2017 Q2,Jefferson City - MO,27620,55435,53302,10320,9745,151479,513,77432,0.077,237.067,1.396807071,0.133278231,0.115492852,0.125852361,0.511173166,169.7
2017,2017 Q3,Jefferson City - MO,27620,55266,52781,10550,9735,151443,516,77079,0.077,242.658,1.39469113,0.136872559,0.117314943,0.126298992,0.508963769,171.3
2017,2017 Q4,Jefferson City - MO,27620,55832,52579,10603,9820,151459,515,76933,0.077,248.088,1.377937384,0.137821221,0.11753742,0.127643534,0.507946045,173.6
2018,2018 Q1,Jefferson City - MO,27620,56405,54265,10548,9940,151465,519,76715,0.076,252.75,1.360074461,0.137495926,0.11477011,0.129570488,0.506486647,176.7
2018,2018 Q2,Jefferson City - MO,27620,56990,56350,10631,9830,151469,525,76814,0.075,257.333,1.3478505,0.13839925,0.111801242,0.127971464,0.507126871,180.4
2018,2018 Q3,Jefferson City - MO,27620,57585,58378,10772,9922,151469,522,77108,0.075,261.677,1.339029261,0.139700161,0.107300695,0.128676661,0.509067862,184
2018,2018 Q4,Jefferson City - MO,27620,57870,60281,10807,10005,151328,525,77090,0.074,264.098,1.332123726,0.140186795,0.104510542,0.12978337,0.50942324,187.3
2019,2019 Q1,Jefferson City - MO,27620,58155,60845,11088,9849,151181,529,77645,0.074,268.928,1.335138853,0.142803786,0.104330676,0.126846545,0.513589671,190.8
2019,2019 Q2,Jefferson City - MO,27620,58441,60945,11200,10102,151027,532,78127,0.073,275.507,1.336852552,0.14335633,0.104750185,0.12930229,0.517304853,193.9
2019,2019 Q3,Jefferson City - MO,27620,58733,60916,11285,10259,150880,536,78335,0.073,280.896,1.333747638,0.144060765,0.105588023,0.130963171,0.519187434,197.6
2019,2019 Q4,Jefferson City - MO,27620,58491,60786,11327,10225,150708,537,78711,0.072,286.641,1.345694209,0.143906188,0.106011253,0.129905604,0.522274863,202.2
2020,2020 Q1,Jefferson City - MO,27620,58246,60972,11295,10230,150524,540,78509,0.071,290.232,1.34788655,0.143868856,0.106278292,0.130303532,0.521571311,207
2020,2020 Q2,Jefferson City - MO,27620,58013,60842,11104,10095,150309,546,73864,0.07,296.687,1.273231862,0.150330337,0.107688768,0.136670096,0.491414353,211.5
2020,2020 Q3,Jefferson City - MO,27620,57490,61194,11245,10615,150211,548,76390,0.069,306.226,1.328752827,0.147205132,0.107461516,0.138957979,0.508551304,214.6
2020,2020 Q4,Jefferson City - MO,27620,57061,61725,11566,10644,150337,548,76435,0.068,312.208,1.339531379,0.151318113,0.10653706,0.139255577,0.508424407,218.9
2021,2021 Q1,Jefferson City - MO,27620,56627,62010,11607,10240,150430,552,76466,0.068,323.102,1.350345242,0.151792954,0.10682148,0.133915727,0.50831616,225
2021,2021 Q2,Jefferson City - MO,27620,56208,62951,11613,10401,150547,564,76149,0.067,343.6,1.354771563,0.152503644,0.107512192,0.13658748,0.50581546,231.9
2021,2021 Q3,Jefferson City - MO,27620,55816,63561,11683,10459,150718,572,76598,0.067,367.994,1.372330515,0.152523565,0.107990749,0.136544035,0.50822065,237.4
2021,2021 Q4,Jefferson City - MO,27620,55897,63942,11656,10616,150596,565,76679,0.067,386.256,1.371790973,0.152010329,0.106033593,0.138447293,0.50917023,241.9
2022,2022 Q1,Jefferson City - MO,27620,55978,64823,12008,11120,150473,578,77260,0.067,402.165,1.380185073,0.155423246,0.106999059,0.143929588,0.513447595,247.1
2022,2022 Q2,Jefferson City - MO,27620,56029,65492,11844,11355,150267,585,76705,0.066,419.555,1.369023184,0.154409752,0.107188664,0.148034678,0.510458051,252.3
2022,2022 Q3,Jefferson City - MO,27620,56083,66141,11838,11498,150072,598,77087,0.066,415.703,1.374516342,0.153566749,0.108495487,0.149156148,0.513666773,255.6
2022,2022 Q4,Jefferson City - MO,27620,56045,66856,11922,11544,149907,604,77654,0.066,408.117,1.385565171,0.153527185,0.10841211,0.148659438,0.518014502,257
2023,2023 Q1,Jefferson City - MO,27620,56041.31573,67201.30614,11988.30769,11489.37542,149775.077,612.2603823,77225.20589,0.066,415.1453299,1.378004868,0.155238274,0.109330086,0.14877753,0.515607853,
2023,2023 Q2,Jefferson City - MO,27620,56070.85055,67343.22084,12054.61538,11511.92434,149698.9179,622.232643,76989.67622,0.066,416.2812335,1.373078444,0.156574439,0.110876665,0.149525559,0.514296812,
2023,2023 Q3,Jefferson City - MO,27620,56301.99558,67529.59009,12120.92308,11560.86718,149612.5961,634.4940663,76860.30358,0.068,416.7814935,1.365143505,0.157700692,0.112749519,0.150414019,0.513728828,
2023,2023 Q4,Jefferson City - MO,27620,56373.13858,67707.50235,12187.23077,11637.63839,149632.6956,644.0847999,76789.24128,0.07,428.1130682,1.362160121,0.158710134,0.114153046,0.151552981,0.513184909,
2024,2024 Q1,Jefferson City - MO,27620,56442.49048,67984.25904,12253.53846,11743.27782,149647.3742,654.5379306,76750.20791,0.072,438.5034891,1.359794851,0.159654792,0.115533438,0.153006463,0.512873736,
2024,2024 Q2,Jefferson City - MO,27620,56506.42186,68526.60515,12319.84615,11826.77692,149672.9832,665.6441893,76728.76751,0.074,441.09807,1.357876945,0.160563587,0.116563928,0.154137455,0.512642735,
2024,2024 Q3,Jefferson City - MO,27620,56562.42188,69078.52993,12386.15385,11902.70385,149710.381,677.6238255,76716.99065,0.076,442.2577244,1.35632436,0.161452551,0.11771365,0.155150818,0.512436012,
2024,2024 Q4,Jefferson City - MO,27620,56608.99629,69653.12874,12452.46154,11970.6471,149685.8965,688.5845213,76710.52181,0.077,449.5007219,1.355094187,0.162330554,0.118630913,0.156049611,0.512476617,
2025,2025 Q1,Jefferson City - MO,27620,56645.52901,70331.14899,12518.76923,12030.30832,149660.2433,699.8742449,76706.96858,0.077,454.8354113,1.354157511,0.163202502,0.119413532,0.156834621,0.512540718,
2025,2025 Q2,Jefferson City - MO,27620,56672.12339,70899.24502,12585.07692,12096.3214,149614.9235,711.4131545,76705.01684,0.077,455.7428492,1.35348761,0.164071106,0.120409715,0.157699221,0.512682927,
2025,2025 Q3,Jefferson City - MO,27620,56689.43684,71481.39646,12651.38462,12164.50686,149573.1826,723.2852814,76703.94479,0.077,465.6431895,1.353055332,0.164937861,0.121422129,0.158590368,0.512818832,
2025,2025 Q4,Jefferson City - MO,27620,56698.51995,72071.65463,12717.69231,12234.98276,149532.3751,734.7686548,76703.35593,0.078,477.9795619,1.352828187,0.165803597,0.12233969,0.159510397,0.512954843,
2026,2026 Q1,Jefferson City - MO,27620,56700.66841,72536.92978,12784,12307.83469,149499.3463,746.3775613,76703.03247,0.077,481.975247,1.352771222,0.166668769,0.12347546,0.160460862,0.513066006,
2026,2026 Q2,Jefferson City - MO,27620,56697.29352,72991.1288,12850.30769,12378.86434,149477.8571,758.081539,76702.85481,0.077,487.6811943,1.352848611,0.16753363,0.124631289,0.16138727,0.513138576,
2026,2026 Q3,Jefferson City - MO,27620,56689.8146,73401.74952,12916.61538,12449.27075,149454.0335,769.9126481,76702.75722,0.076,497.2204814,1.353025367,0.168398319,0.125868277,0.162305388,0.51321972,
2026,2026 Q4,Jefferson City - MO,27620,56679.57488,73762.91774,12982.92308,12519.02006,149456.3105,781.5954372,76702.70361,0.076,501.9042605,1.353268859,0.169262913,0.127152579,0.163214847,0.513211542,
2027,2027 Q1,Jefferson City - MO,27620,56667.78032,74166.81855,13049.23077,12588.08771,149457.878,793.3261206,76702.67417,0.075,504.2727648,1.353550002,0.170127455,0.128358121,0.164115369,0.513205963,
2027,2027 Q2,Jefferson City - MO,27620,56655.46004,74593.2079,13115.53846,12657.67815,149463.15,805.0930763,76702.658,0.075,511.7980032,1.353844059,0.170991968,0.129517381,0.16502268,0.513187752,
2027,2027 Q3,Jefferson City - MO,27620,56643.44572,75037.28091,13181.84615,12727.44739,149470.9678,816.908536,76702.64911,0.074,520.9392324,1.354131058,0.171856465,0.130640427,0.165932305,0.513160852,
2027,2027 Q4,Jefferson City - MO,27620,56632.36709,75518.16509,13248.15385,12797.40515,149466.06,828.6674076,76702.64423,0.074,525.2414648,1.354395873,0.172720953,0.131677046,0.16684438,0.513177669,
2013,2013 Q1,Johnson City - TN,27740,83336,38926,10297,11753,201549,667,77018,0.078,167.895,0.924186426,0.133696019,0.205620922,0.152600691,0.3821304,147
2013,2013 Q2,Johnson City - TN,27740,83344,38464,10230,12047,201622,669,77061,0.079,170.847,0.924613649,0.132751976,0.208714642,0.156330699,0.382205315,149.7
2013,2013 Q3,Johnson City - TN,27740,83357,38049,10130,11882,201710,676,76828,0.079,174.843,0.921674245,0.13185297,0.21319877,0.154657156,0.380883447,149.9
2013,2013 Q4,Johnson City - TN,27740,83731,37423,10089,11982,201674,673,77006,0.079,179.585,0.919683271,0.131015765,0.215803116,0.155598265,0.381834049,151.5
2014,2014 Q1,Johnson City - TN,27740,84114,37572,10098,11962,201649,677,76942,0.079,178.105,0.914734765,0.131241715,0.216224848,0.155467755,0.381564005,153.9
2014,2014 Q2,Johnson City - TN,27740,84496,37899,10083,11729,201616,684,77242,0.078,177.846,0.914149782,0.13053779,0.216575635,0.151847441,0.383114435,156.8
2014,2014 Q3,Johnson City - TN,27740,84883,38307,10032,12112,201587,687,77750,0.077,188.242,0.915966684,0.129028939,0.215208709,0.15578135,0.385689553,159.6
2014,2014 Q4,Johnson City - TN,27740,84462,38813,10147,11753,201747,678,77622,0.076,197.586,0.919016836,0.130723249,0.209620488,0.151413259,0.384749216,162.8
2015,2015 Q1,Johnson City - TN,27740,84041,39101,10068,11873,201894,691,77560,0.075,202.087,0.922882879,0.12980918,0.212066188,0.153081485,0.384161986,166
2015,2015 Q2,Johnson City - TN,27740,83622,39471,10014,12045,202035,697,77916,0.075,207.296,0.931764368,0.128523025,0.211902409,0.154589558,0.385655951,169.7
2015,2015 Q3,Johnson City - TN,27740,83208,39957,10024,12255,202177,711,78777,0.074,210.891,0.946747909,0.127245262,0.213529544,0.155565711,0.389643728,171.8
2015,2015 Q4,Johnson City - TN,27740,83300,40388,10093,12414,202539,712,79127,0.075,214.388,0.949903962,0.127554438,0.211547985,0.15688703,0.390675376,173.4
2016,2016 Q1,Johnson City - TN,27740,83393,40741,10036,12409,202901,717,79108,0.075,219.31,0.94861679,0.12686454,0.211187747,0.156861506,0.389884722,174.5
2016,2016 Q2,Johnson City - TN,27740,83488,40882,10025,12672,203271,724,79347,0.074,224.233,0.950400057,0.126343781,0.212514065,0.15970358,0.390350812,176.9
2016,2016 Q3,Johnson City - TN,27740,83573,40918,10035,12930,203617,722,79730,0.074,228.674,0.954016249,0.125862285,0.211740554,0.162172332,0.391568484,180
2016,2016 Q4,Johnson City - TN,27740,83661,40943,9870,12811,203835,721,79734,0.073,230.972,0.953060566,0.12378659,0.211318174,0.160671734,0.391169328,182.9
2017,2017 Q1,Johnson City - TN,27740,83747,40671,9912,12825,204049,725,80152,0.073,232.78,0.957073089,0.123665036,0.213911632,0.160008484,0.39280761,185.9
2017,2017 Q2,Johnson City - TN,27740,83823,40501,9988,12959,204238,726,80296,0.073,237.067,0.957923243,0.124389758,0.2151058,0.161390356,0.393149169,188
2017,2017 Q3,Johnson City - TN,27740,83897,40451,10035,12843,204424,733,80813,0.073,242.658,0.96324064,0.124175566,0.217448271,0.158922451,0.39532051,189.7
2017,2017 Q4,Johnson City - TN,27740,84384,40663,10171,13025,204771,733,81063,0.073,248.088,0.960644198,0.125470313,0.216314586,0.160677498,0.395871486,191.3
2018,2018 Q1,Johnson City - TN,27740,84869,41911,10232,13010,205104,739,80944,0.072,252.75,0.953752253,0.126408381,0.211591229,0.160728405,0.394648569,193.5
2018,2018 Q2,Johnson City - TN,27740,85357,43283,10288,12927,205435,747,81048,0.072,257.333,0.949517907,0.126937124,0.207102096,0.159498075,0.394518948,196.6
2018,2018 Q3,Johnson City - TN,27740,85847,44679,10359,12921,205760,756,80673,0.071,261.677,0.939729985,0.128407274,0.203048412,0.160165111,0.392073289,199.4
2018,2018 Q4,Johnson City - TN,27740,86264,45839,10347,12985,205982,757,80353,0.071,264.098,0.931477789,0.128769305,0.198171862,0.161599442,0.390097193,202.2
2019,2019 Q1,Johnson City - TN,27740,86682,46080,10534,13028,206196,761,81275,0.071,268.928,0.937622574,0.129609351,0.198177083,0.160295294,0.394163805,205.5
2019,2019 Q2,Johnson City - TN,27740,87098,46122,10736,12967,206400,770,81460,0.07,275.507,0.935268318,0.131794746,0.200338233,0.159182421,0.394670543,207.6
2019,2019 Q3,Johnson City - TN,27740,87521,45984,10704,12965,206613,768,81501,0.07,280.896,0.931216508,0.131335812,0.200417537,0.159077803,0.39446211,210.4
2019,2019 Q4,Johnson City - TN,27740,87473,45917,10803,13005,206862,789,81744,0.069,286.641,0.934505505,0.132156489,0.20619814,0.159094245,0.395161992,212.5
2020,2020 Q1,Johnson City - TN,27740,87420,46358,10603,13136,207096,774,81979,0.069,290.232,0.937760238,0.129338001,0.200353768,0.160236158,0.395850234,216.2
2020,2020 Q2,Johnson City - TN,27740,87383,46149,10018,12206,207285,778,76177,0.068,296.687,0.871759953,0.131509511,0.202301242,0.160232091,0.367498854,220
2020,2020 Q3,Johnson City - TN,27740,87190,46617,10345,13262,207278,789,78970,0.067,306.226,0.905723133,0.130999114,0.203101873,0.167937191,0.380985922,225
2020,2020 Q4,Johnson City - TN,27740,87085,47324,10758,14176,207480,802,80837,0.066,312.208,0.928254005,0.133082623,0.203364044,0.175365241,0.389613457,231.2
2021,2021 Q1,Johnson City - TN,27740,86961,47956,10937,14546,207634,820,81708,0.065,323.102,0.939593611,0.133854702,0.205188089,0.178024184,0.393519366,238.8
2021,2021 Q2,Johnson City - TN,27740,86852,49405,10871,14286,207821,855,81914,0.065,343.6,0.94314466,0.132712357,0.207671288,0.174402422,0.39415651,249.1
2021,2021 Q3,Johnson City - TN,27740,86774,50369,11142,14451,208084,862,82720,0.063,367.994,0.953280937,0.134695358,0.205364411,0.174697776,0.397531766,259
2021,2021 Q4,Johnson City - TN,27740,87020,51119,11313,14581,208204,853,83253,0.063,386.256,0.956711101,0.135886995,0.200238659,0.175140836,0.399862635,268.1
2022,2022 Q1,Johnson City - TN,27740,87254,51904,11557,14534,208292,868,84275,0.063,402.165,0.965858299,0.137134381,0.200678175,0.172459211,0.404600273,276.1
2022,2022 Q2,Johnson City - TN,27740,87466,52710,11593,14602,208325,886,85154,0.062,419.555,0.973566872,0.136141579,0.201707456,0.171477558,0.40875555,285.3
2022,2022 Q3,Johnson City - TN,27740,87697,53422,11496,14910,208399,894,85523,0.061,415.703,0.975210098,0.134419981,0.200816143,0.174339067,0.410381048,292.5
2022,2022 Q4,Johnson City - TN,27740,87781,54070,11506,14925,208514,897,86202,0.061,408.117,0.982012053,0.133477182,0.199075273,0.173139834,0.41341109,296.5
2023,2023 Q1,Johnson City - TN,27740,87873.2725,54584.5638,11519.44074,15006.33333,208655.954,902.8974359,86202,0.06,415.1453299,0.980980878,0.133633103,0.198495114,0.174083355,0.413129836,
2023,2023 Q2,Johnson City - TN,27740,87945.5461,54612.97953,11519.44074,15087.66667,208822.8447,908.7948718,86202,0.06,416.2812335,0.980174708,0.133633103,0.199687667,0.175026875,0.412799663,
2023,2023 Q3,Johnson City - TN,27740,88060.40854,54872.74884,11519.44074,15169,208983.9133,914.6923077,86202,0.062,416.7814935,0.978896208,0.133633103,0.200032036,0.175970395,0.412481509,
2023,2023 Q4,Johnson City - TN,27740,88096.95706,55247.77562,11519.44074,15250.33333,209146.2776,920.5897436,86202,0.063,428.1130682,0.978490096,0.133633103,0.199955144,0.176913915,0.412161292,
2024,2024 Q1,Johnson City - TN,27740,88133.06143,55676.44512,11519.44074,15331.66667,209310.1466,926.4871795,86202,0.065,438.5034891,0.978089251,0.133633103,0.19968671,0.177857436,0.411838611,
2024,2024 Q2,Johnson City - TN,27740,88168.72702,56379.41721,11519.44074,15413,209475.2277,932.3846154,86202,0.067,441.09807,0.977693599,0.133633103,0.198452129,0.178800956,0.411514053,
2024,2024 Q3,Johnson City - TN,27740,88203.95919,56961.86784,11519.44074,15494.33333,209641.2855,938.2820513,86202,0.068,442.2577244,0.977303069,0.133633103,0.197665299,0.179744476,0.411188091,
2024,2024 Q4,Johnson City - TN,27740,88238.76318,57484.36529,11519.44074,15575.66667,209808.1301,944.1794872,86202,0.069,449.5007219,0.976917591,0.133633103,0.197099747,0.180687996,0.410861104,
2025,2025 Q1,Johnson City - TN,27740,88273.14422,58010.15649,11519.44074,15657,209975.6084,950.0769231,86202,0.069,454.8354113,0.976537097,0.133633103,0.196533224,0.181631517,0.410533398,
2025,2025 Q2,Johnson City - TN,27740,88307.10743,58532.7828,11519.44074,15738.33333,210143.5975,955.974359,86202,0.069,455.7428492,0.976161518,0.133633103,0.195987475,0.182575037,0.410205217,
2025,2025 Q3,Johnson City - TN,27740,88340.65789,59034.28886,11519.44074,15819.66667,210311.9979,961.8717949,86202,0.069,465.6431895,0.975790786,0.133633103,0.195521311,0.183518557,0.409876759,
2025,2025 Q4,Johnson City - TN,27740,88373.80063,59520.24812,11519.44074,15901,210480.7297,967.7692308,86202,0.069,477.9795619,0.975424836,0.133633103,0.195113951,0.184462077,0.409548181,
2026,2026 Q1,Johnson City - TN,27740,88406.54059,59974.90494,11519.44074,15982.33333,210649.7285,973.6666667,86202,0.069,481.975247,0.975063603,0.133633103,0.194814815,0.185405598,0.409219611,
2026,2026 Q2,Johnson City - TN,27740,88438.88268,60323.02742,11519.44074,16063.66667,210818.9424,979.5641026,86202,0.069,487.6811943,0.974707022,0.133633103,0.194863715,0.186349118,0.408891151,
2026,2026 Q3,Johnson City - TN,27740,88470.83172,60718.5714,11519.44074,16145,210988.3297,985.4615385,86202,0.068,497.2204814,0.974355031,0.133633103,0.194759827,0.187292638,0.408562882,
2026,2026 Q4,Johnson City - TN,27740,88502.39249,61136.72506,11519.44074,16226.33333,211157.8565,991.3589744,86202,0.068,501.9042605,0.974007567,0.133633103,0.194585295,0.188236158,0.40823487,
2027,2027 Q1,Johnson City - TN,27740,88533.56971,61564.67929,11519.44074,16307.66667,211327.4958,997.2564103,86202,0.067,504.2727648,0.973664569,0.133633103,0.194382186,0.189179679,0.407907166,
2027,2027 Q2,Johnson City - TN,27740,88564.36805,62050.99882,11519.44074,16389,211497.2257,1003.153846,86202,0.067,511.7980032,0.973325976,0.133633103,0.193999233,0.190123199,0.407579814,
2027,2027 Q3,Johnson City - TN,27740,88594.7921,62508.77117,11519.44074,16470.33333,211667.0286,1009.051282,86202,0.067,520.9392324,0.97299173,0.133633103,0.193710661,0.191066719,0.407252847,
2027,2027 Q4,Johnson City - TN,27740,88624.84641,62951.46436,11519.44074,16551.66667,211836.8904,1014.948718,86202,0.066,525.2414648,0.97266177,0.133633103,0.193472618,0.19201024,0.406926291,
