Year,Date,Geography Name,CBSA Code,Households,Median Household Income,Industrial Employment,Office Employment,Population,rent,Total Employment,Market Cap Rate,National index,Emp_house_perc,Ind_perc,Rent Burden,Office_perc,Emp_perc,Market Sale Price Index
2017,2017 Q2,Texarkana - TX,45500,58012,45633,8132,6432,148965,666,59914,0.075,237.067,1.03278632,0.135727877,0.175136414,0.107353874,0.402201859,169.3
2017,2017 Q3,Texarkana - TX,45500,58563,46802,8190,6512,148916,667,59710,0.075,242.658,1.019585745,0.137162954,0.171018333,0.109060459,0.400964302,171
2017,2017 Q4,Texarkana - TX,45500,58722,47722,8144,6730,148846,666,59481,0.075,248.088,1.012925309,0.136917671,0.16746993,0.113145374,0.399614367,173.2
2018,2018 Q1,Texarkana - TX,45500,58878,47041,8019,6620,148765,670,59368,0.074,252.75,1.008322294,0.135072766,0.170914734,0.111507883,0.399072362,175.6
2018,2018 Q2,Texarkana - TX,45500,59035,46186,8100,6575,148684,676,59478,0.074,257.333,1.007504023,0.136184808,0.175637639,0.110545075,0.400029593,178.3
2018,2018 Q3,Texarkana - TX,45500,59190,45498,8188,6556,148598,682,59680,0.073,261.677,1.008278425,0.137198391,0.179876039,0.109852547,0.401620479,180.7
2018,2018 Q4,Texarkana - TX,45500,58749,45212,8285,6500,148432,683,60007,0.073,264.098,1.02141313,0.138067225,0.181279306,0.108320696,0.404272664,183.1
2019,2019 Q1,Texarkana - TX,45500,58310,46590,8392,6690,148262,687,60423,0.073,268.928,1.036237352,0.13888751,0.176947843,0.110719428,0.407542054,186.2
2019,2019 Q2,Texarkana - TX,45500,57874,48307,8427,6667,148085,696,60662,0.072,275.507,1.048173619,0.138917279,0.172894198,0.109904059,0.40964311,188.8
2019,2019 Q3,Texarkana - TX,45500,57446,50104,8409,6657,147914,703,60642,0.072,280.896,1.055634857,0.138666271,0.168369791,0.109775403,0.409981476,192.5
2019,2019 Q4,Texarkana - TX,45500,57523,51544,8455,6805,147800,707,60775,0.07,286.641,1.056533908,0.139119704,0.164597237,0.111970383,0.411197564,196
2020,2020 Q1,Texarkana - TX,45500,57597,51725,8469,6743,147675,717,60592,0.07,290.232,1.051999236,0.139770927,0.166341228,0.111285318,0.410306416,200.4
2020,2020 Q2,Texarkana - TX,45500,57684,50632,7484,5989,147519,724,54887,0.069,296.687,0.951511684,0.13635287,0.171591089,0.109115091,0.372067327,203.5
2020,2020 Q3,Texarkana - TX,45500,57125,49880,8091,6366,147345,729,57661,0.068,306.226,1.009382932,0.140320147,0.175380914,0.110403913,0.391333265,206.3
2020,2020 Q4,Texarkana - TX,45500,56627,49162,8181,6602,147305,728,57693,0.067,312.208,1.018824942,0.141802298,0.177698222,0.114433293,0.391656767,209.8
2021,2021 Q1,Texarkana - TX,45500,56125,48631,8235,6800,147232,733,57967,0.067,323.102,1.032819599,0.142063588,0.180872283,0.117308124,0.393711965,215.4
2021,2021 Q2,Texarkana - TX,45500,55640,49393,8563,6771,147182,739,58487,0.066,343.6,1.051168224,0.146408604,0.179539611,0.115769316,0.397378756,222.6
2021,2021 Q3,Texarkana - TX,45500,55183,49750,8665,6809,147185,751,58962,0.066,367.994,1.068481235,0.146959058,0.181145729,0.115481157,0.400597887,232.2
2021,2021 Q4,Texarkana - TX,45500,55291,50070,8768,6919,147141,751,59662,0.065,386.256,1.079054457,0.146961215,0.179988017,0.115969964,0.405475021,240.6
2022,2022 Q1,Texarkana - TX,45500,55396,50983,8816,6996,147088,764,60191,0.065,402.165,1.086558596,0.14646708,0.179824647,0.116230001,0.409217611,248.3
2022,2022 Q2,Texarkana - TX,45500,55492,51748,8934,7014,147010,775,60376,0.065,419.555,1.088012687,0.147972704,0.179717091,0.116171989,0.41069315,252.3
2022,2022 Q3,Texarkana - TX,45500,55603,52573,8921,7075,146972,782,61083,0.064,415.703,1.098555833,0.146047182,0.178494665,0.115826007,0.415609776,254.6
2022,2022 Q4,Texarkana - TX,45500,55618,53518,8995,7101,146952,786,61857,0.064,408.117,1.112175914,0.14541604,0.17623977,0.114797032,0.420933366,255.7
2023,2023 Q1,Texarkana - TX,45500,55736.33687,53644.14802,8970.894726,7101,146922.9414,793.5906195,60971.68622,0.064,415.1453299,1.093930632,0.147132141,0.177523323,0.116463894,0.414990917,
2023,2023 Q2,Texarkana - TX,45500,55921.4338,53024.85152,8970.894726,7101,146886.8164,801.3972575,60435.18476,0.064,416.2812335,1.080715938,0.148438277,0.181363395,0.117497779,0.411440497,
2023,2023 Q3,Texarkana - TX,45500,56141.72094,52573.55954,8970.894726,7101,146845.1789,811.6951487,60110.06407,0.066,416.7814935,1.070684387,0.149241144,0.185270731,0.118133296,0.409343123,
2023,2023 Q4,Texarkana - TX,45500,56371.58926,51979.34906,8970.894726,7101,146799.2413,815.3672123,59913.04045,0.067,428.1130682,1.062823334,0.149731922,0.188236419,0.118521777,0.408129088,
2024,2024 Q1,Texarkana - TX,45500,56591.65093,51852.04709,8970.894726,7101,146749.9493,826.2681419,59793.64384,0.069,438.5034891,1.056580659,0.150030909,0.191221336,0.118758442,0.407452569,
2024,2024 Q2,Texarkana - TX,45500,56788.47477,52610.20663,8970.894726,7101,146698.0405,836.171735,59721.28932,0.071,441.09807,1.051644538,0.150212677,0.190724604,0.118902322,0.407103524,
2024,2024 Q3,Texarkana - TX,45500,56953.95781,53112.94507,8970.894726,7101,146644.0905,844.388287,59677.44237,0.072,442.2577244,1.047819057,0.150323043,0.190775703,0.118989684,0.406954294,
2024,2024 Q4,Texarkana - TX,45500,57084.47742,53662.96539,8970.894726,7101,146588.548,850.0705756,59650.87105,0.073,449.5007219,1.044957819,0.150390004,0.190091003,0.119042687,0.406927225,
2025,2025 Q1,Texarkana - TX,45500,57179.94512,54222.38837,8970.894726,7101,146531.7635,858.6812706,59634.76879,0.073,454.8354113,1.04293155,0.150430611,0.190035437,0.119074831,0.40697503,
2025,2025 Q2,Texarkana - TX,45500,57242.85785,54283.81006,8970.894726,7101,146474.0099,867.2541779,59625.0108,0.073,455.7428492,1.04161485,0.15045523,0.191715543,0.119094318,0.407068878,
2025,2025 Q3,Texarkana - TX,45500,57277.41676,54488.11164,8970.894726,7101,146415.5004,876.8575607,59619.09744,0.073,465.6431895,1.040883141,0.150470153,0.193111679,0.11910613,0.40719116,
2025,2025 Q4,Texarkana - TX,45500,57288.75958,54712.91994,8970.894726,7101,146356.4013,882.6713395,59615.51394,0.073,477.9795619,1.040614501,0.150479198,0.193593325,0.11911329,0.4073311,
2026,2026 Q1,Texarkana - TX,45500,57282.33206,54591.70933,8970.894726,7101,146296.8421,892.6440511,59613.34233,0.073,481.975247,1.040693355,0.15048468,0.1962153,0.119117629,0.407482086,
2026,2026 Q2,Texarkana - TX,45500,57263.40671,54401.80672,8970.894726,7101,146236.9242,902.0976844,59612.02633,0.073,487.6811943,1.041014319,0.150488002,0.198985528,0.119120259,0.407640045,
2026,2026 Q3,Texarkana - TX,45500,57236.74436,54206.433,8970.894726,7101,146176.7263,910.8367679,59611.22884,0.072,497.2204814,1.041485317,0.150490015,0.201637345,0.119121852,0.407802462,
2026,2026 Q4,Texarkana - TX,45500,57206.38455,53937.8062,8970.894726,7101,146116.3101,917.7050625,59610.74555,0.072,501.9042605,1.042029592,0.150491235,0.204169608,0.119122818,0.407967772,
2027,2027 Q1,Texarkana - TX,45500,57175.54521,54024.77344,8970.894726,7101,146055.7236,926.7022274,59610.45268,0.071,504.2727648,1.04258652,0.150491975,0.205839396,0.119123403,0.408135,
2027,2027 Q2,Texarkana - TX,45500,57146.60963,54504.35641,8970.894726,7101,145995.0041,935.6023924,59610.2752,0.071,511.7980032,1.043111317,0.150492423,0.205987731,0.119123758,0.408303528,
2027,2027 Q3,Texarkana - TX,45500,57121.17782,54877.84611,8970.894726,7101,145934.181,944.9263019,59610.16765,0.07,520.9392324,1.043573853,0.150492694,0.206624648,0.119123973,0.408472965,
2027,2027 Q4,Texarkana - TX,45500,57100.16132,55302.64603,8970.894726,7101,145873.2771,952.0198253,59610.10247,0.07,525.2414648,1.043956814,0.150492859,0.206576696,0.119124103,0.408643061,
2013,2013 Q1,The Villages - FL,45540,50463,46972,4123,2469,102966,1126,23711,0.072,167.895,0.469869013,0.173885538,0.287660734,0.104128885,0.230279898,138.1
2013,2013 Q2,The Villages - FL,45540,50885,49138,4205,2489,104104,1138,23990,0.072,170.847,0.471455242,0.175281367,0.277911189,0.103751563,0.230442634,138.3
2013,2013 Q3,The Villages - FL,45540,51306,51475,4276,2615,105245,1151,24246,0.073,174.843,0.472576307,0.176358987,0.268324429,0.107852842,0.23037674,140
2013,2013 Q4,The Villages - FL,45540,51922,52891,4405,2698,106406,1160,24671,0.069,179.585,0.47515504,0.178549714,0.263182772,0.109359167,0.231857226,143
2014,2014 Q1,The Villages - FL,45540,52539,52816,4418,2644,107570,1171,24871,0.068,178.105,0.473381678,0.177636605,0.266055741,0.106308552,0.231207586,147
2014,2014 Q2,The Villages - FL,45540,53153,52394,4249,2728,108724,1182,25216,0.067,177.846,0.474404079,0.168504124,0.270718021,0.108185279,0.231926714,150.1
2014,2014 Q3,The Villages - FL,45540,53768,51669,4283,2781,109877,1184,25429,0.066,188.242,0.472939295,0.168429746,0.27498113,0.109363325,0.23143151,156.1
2014,2014 Q4,The Villages - FL,45540,53901,50942,4280,2820,110902,1186,25619,0.061,197.586,0.475297304,0.167063508,0.279376546,0.110074554,0.231005753,162.8
2015,2015 Q1,The Villages - FL,45540,54027,51031,4105,2882,111915,1186,25842,0.061,202.087,0.478316397,0.158849934,0.278889303,0.111523876,0.230907385,169.4
2015,2015 Q2,The Villages - FL,45540,54147,51089,4022,2886,112922,1194,26105,0.06,207.296,0.482113506,0.154070102,0.280451761,0.110553534,0.231177273,172.6
2015,2015 Q3,The Villages - FL,45540,54265,51228,3920,2888,113925,1199,26481,0.06,210.891,0.487994103,0.148030663,0.280862029,0.109059326,0.232442396,175.3
2015,2015 Q4,The Villages - FL,45540,54391,51335,3853,2968,114960,1205,26608,0.06,214.388,0.489198581,0.144806073,0.281679166,0.1115454,0.231454419,178
2016,2016 Q1,The Villages - FL,45540,54513,52125,3833,2899,115992,1212,26802,0.059,219.31,0.491662539,0.143011716,0.279021583,0.10816357,0.23106766,180.7
2016,2016 Q2,The Villages - FL,45540,54634,52949,3758,2963,117024,1217,27136,0.059,224.233,0.496687045,0.138487618,0.275812574,0.109190743,0.231884058,183.4
2016,2016 Q3,The Villages - FL,45540,54744,53820,3809,3011,118039,1222,27375,0.059,228.674,0.500054801,0.139141553,0.272463768,0.109990868,0.231914876,185.8
2016,2016 Q4,The Villages - FL,45540,55470,54562,3904,3058,118593,1226,27665,0.059,230.972,0.498738057,0.141116935,0.26963821,0.110536779,0.233276838,188.4
2017,2017 Q1,The Villages - FL,45540,56204,54647,4110,3073,119141,1231,27972,0.058,232.78,0.497686997,0.146932647,0.27031676,0.10985986,0.234780638,191
2017,2017 Q2,The Villages - FL,45540,56944,54592,4196,3013,119673,1238,28208,0.058,237.067,0.495363866,0.148752127,0.272127784,0.10681367,0.235708974,193.8
2017,2017 Q3,The Villages - FL,45540,57693,54256,4267,3028,120200,1242,28405,0.058,242.658,0.492347425,0.150220032,0.274697729,0.106600951,0.236314476,196.4
2017,2017 Q4,The Villages - FL,45540,58069,54057,4424,3120,120982,1246,29374,0.058,248.088,0.505846493,0.150609382,0.276596925,0.106216382,0.242796449,199.3
2018,2018 Q1,The Villages - FL,45540,58438,53606,4492,3203,121751,1252,29734,0.057,252.75,0.508812759,0.151072846,0.280267134,0.1077218,0.24421976,202.4
2018,2018 Q2,The Villages - FL,45540,58805,53302,4544,3239,122517,1258,29939,0.057,257.333,0.509123374,0.151775276,0.28321639,0.108186646,0.244366088,205.6
2018,2018 Q3,The Villages - FL,45540,59168,53441,4572,3416,123275,1262,30090,0.057,261.677,0.50855192,0.151944167,0.283377931,0.113526088,0.24408842,208.9
2018,2018 Q4,The Villages - FL,45540,59575,53895,4665,3539,124124,1270,30237,0.056,264.098,0.507545111,0.154281179,0.282772057,0.117042035,0.243603171,212.7
2019,2019 Q1,The Villages - FL,45540,59978,55439,4784,3528,124965,1280,31511,0.056,268.928,0.525375971,0.151819999,0.277061275,0.111960903,0.252158604,216.9
2019,2019 Q2,The Villages - FL,45540,60375,57123,4935,3504,125796,1285,31397,0.055,275.507,0.520033126,0.157180622,0.269943805,0.111603019,0.249586632,220.4
2019,2019 Q3,The Villages - FL,45540,60773,58799,4995,3733,126629,1292,32021,0.055,280.896,0.526895167,0.155991381,0.263677954,0.116579745,0.252872565,223.8
2019,2019 Q4,The Villages - FL,45540,61479,60287,5053,3969,127689,1302,32504,0.054,286.641,0.528700857,0.15545779,0.25916035,0.122108048,0.254555992,227.7
2020,2020 Q1,The Villages - FL,45540,62185,60751,5152,3880,128736,1310,32798,0.054,290.232,0.527426228,0.157082749,0.258761173,0.118299896,0.254769451,231.7
2020,2020 Q2,The Villages - FL,45540,62907,60705,4768,3929,129752,1312,30846,0.053,296.687,0.490342887,0.154574337,0.259352607,0.1273747,0.23773044,235.7
2020,2020 Q3,The Villages - FL,45540,64031,60886,4866,4053,130907,1263,32164,0.052,306.226,0.502319189,0.151287153,0.248924219,0.126010446,0.245701147,239.6
2020,2020 Q4,The Villages - FL,45540,65191,60990,5137,4285,132092,1294,32982,0.052,312.208,0.505928732,0.155751622,0.254599115,0.12991935,0.24968961,245.3
2021,2021 Q1,The Villages - FL,45540,66356,61426,5376,4217,133248,1306,34193,0.051,323.102,0.515296281,0.157225163,0.255136262,0.123329336,0.256611732,253.3
2021,2021 Q2,The Villages - FL,45540,67553,62737,5400,4454,134424,1330,34759,0.05,343.6,0.514544136,0.155355448,0.254395333,0.128139475,0.258577337,271
2021,2021 Q3,The Villages - FL,45540,68797,63644,5507,4567,135649,1358,35471,0.043,367.994,0.515589343,0.155253587,0.256049274,0.128753066,0.261491054,288.5
2021,2021 Q4,The Villages - FL,45540,69269,64608,5536,4471,136271,1381,35637,0.043,386.256,0.514472563,0.155344165,0.256500743,0.125459494,0.261515656,314.3
2022,2022 Q1,The Villages - FL,45540,69745,65475,5601,5001,136897,1412,35774,0.042,402.165,0.512925658,0.156566221,0.258785796,0.139794264,0.261320555,328.5
2022,2022 Q2,The Villages - FL,45540,70201,65996,5768,5594,137480,1460,36165,0.043,419.555,0.515163602,0.159491221,0.265470635,0.154679939,0.263056445,345.8
2022,2022 Q3,The Villages - FL,45540,70693,66561,5950,5641,138128,1466,36843,0.047,415.703,0.521168998,0.161496078,0.264298914,0.153109139,0.266730858,352.2
2022,2022 Q4,The Villages - FL,45540,71074,66851,6001,5665,138816,1504,37193,0.047,408.117,0.52329966,0.161347565,0.269973523,0.152313607,0.26793021,359
2023,2023 Q1,The Villages - FL,45540,71483.99531,67018.42574,6040.797793,5925.916097,139550.6509,1513.692308,37538.69231,0.047,415.1453299,0.525134223,0.160921903,0.271034533,0.157861549,0.268996899,
2023,2023 Q2,The Villages - FL,45540,71916.44182,66933.36253,6088.988723,6199.860021,140322.5032,1523.384615,37884.38462,0.047,416.2812335,0.526783357,0.160725554,0.273116645,0.163652124,0.269980821,
2023,2023 Q3,The Villages - FL,45540,72366.27241,67073.79639,6137.179653,6450.347691,141124.0213,1533.076923,38230.07692,0.049,416.7814935,0.528285839,0.160532757,0.27427884,0.168724424,0.270897021,
2023,2023 Q4,The Villages - FL,45540,72829.56355,67424.9496,6185.370583,6700.83536,141949.1962,1542.769231,38575.76923,0.05,428.1130682,0.529671844,0.160343415,0.274575374,0.173705813,0.271757574,
2024,2024 Q1,The Villages - FL,45540,73303.27728,67950.42617,6233.561514,6951.32303,142793.2359,1552.461538,38921.46154,0.052,438.5034891,0.530964822,0.160157437,0.274163674,0.178598715,0.272572166,
2024,2024 Q2,The Villages - FL,45540,73785.06125,68925.58624,6281.752444,7201.810699,143652.3192,1562.153846,39267.15385,0.054,441.09807,0.532182981,0.159974733,0.271972241,0.183405467,0.273348555,
2024,2024 Q3,The Villages - FL,45540,74273.09405,69674.65364,6329.943374,7452.298369,144523.3988,1571.846154,39612.84615,0.055,442.2577244,0.53334046,0.159795218,0.270717583,0.188128324,0.27409296,
2024,2024 Q4,The Villages - FL,45540,74765.96536,70416.08669,6378.134304,7702.786038,145404.0448,1581.538462,39958.53846,0.056,449.5007219,0.534448238,0.159618809,0.269518833,0.192769464,0.274810364,
2025,2025 Q1,The Villages - FL,45540,75262.58313,71083.63744,6426.325234,7953.273708,146292.3195,1591.230769,40304.23077,0.056,454.8354113,0.535514848,0.159445426,0.268623975,0.197330989,0.275504763,
2025,2025 Q2,The Villages - FL,45540,75762.10182,71516.57437,6474.516165,8203.761377,147186.6775,1600.923077,40649.92308,0.056,455.7428492,0.536546929,0.159274992,0.268624121,0.20181493,0.276179365,
2025,2025 Q3,The Villages - FL,45540,76263.86669,72005.98755,6522.707095,8454.249047,148085.8866,1610.615385,40995.61538,0.056,465.6431895,0.537549657,0.159107432,0.268413576,0.20622325,0.276836749,
2025,2025 Q4,The Villages - FL,45540,76767.3708,72367.44934,6570.898025,8704.736716,148988.9642,1620.307692,41341.30769,0.056,477.9795619,0.538527076,0.158942675,0.268680083,0.210557846,0.277478993,
2026,2026 Q1,The Villages - FL,45540,77272.22161,72683.03874,6619.088955,8955.224386,149895.1266,1630,41687,0.056,481.975247,0.539482354,0.15878065,0.26911368,0.214820553,0.278107774,
2026,2026 Q2,The Villages - FL,45540,77778.11516,72917.67972,6667.279885,9205.712055,150803.7491,1639.692308,42032.69231,0.056,487.6811943,0.540417985,0.15862129,0.269842756,0.219013143,0.278724452,
2026,2026 Q3,The Villages - FL,45540,78284.81613,73248.71639,6715.470816,9456.199725,151714.3333,1649.384615,42378.38462,0.055,497.2204814,0.541335941,0.15846453,0.270211088,0.223137333,0.279330131,
2026,2026 Q4,The Villages - FL,45540,78792.14228,73698.80847,6763.661746,9706.687394,152626.4819,1659.076923,42724.07692,0.055,501.9042605,0.542237788,0.158310307,0.270139009,0.227194783,0.279925714,
2027,2027 Q1,The Villages - FL,45540,79299.95251,74237.77315,6811.852676,9957.175064,153539.8779,1668.769231,43069.76923,0.054,504.2727648,0.54312478,0.15815856,0.269744497,0.2311871,0.280511941,
2027,2027 Q2,The Villages - FL,45540,79808.13756,75000.27303,6860.043606,10207.66273,154454.2687,1678.461538,43415.46154,0.054,511.7980032,0.543997929,0.158009229,0.268552869,0.235115841,0.281089425,
2027,2027 Q3,The Villages - FL,45540,80316.61284,75641.26994,6908.234536,10458.1504,155369.4528,1688.153846,43761.15385,0.053,520.9392324,0.54485806,0.157862257,0.267814728,0.23898251,0.281658673,
2027,2027 Q4,The Villages - FL,45540,80825.31285,76259.50728,6956.425467,10708.63807,156285.2694,1697.846154,44106.84615,0.053,525.2414648,0.545705851,0.15771759,0.267168706,0.242788569,0.282220111,
2013,2013 Q1,Toledo - OH,45780,251990,41911,50433,43037,609702,635,292342,0.093,167.895,1.160133339,0.1725137,0.181813844,0.147214564,0.47948342,127.7
2013,2013 Q2,Toledo - OH,45780,251961,42213,50511,44151,609786,640,293868,0.093,170.847,1.16632336,0.171883295,0.181934475,0.150240924,0.481919887,127.4
2013,2013 Q3,Toledo - OH,45780,251950,42579,51822,44679,609919,642,294539,0.094,174.843,1.169037507,0.175942744,0.180934263,0.151691287,0.482914944,126.7
2013,2013 Q4,Toledo - OH,45780,251992,42792,52618,45615,609789,644,297417,0.095,179.585,1.180263659,0.176916585,0.180594504,0.15337052,0.487737562,127.5
2014,2014 Q1,Toledo - OH,45780,252047,43446,52537,45942,609694,645,297093,0.094,178.105,1.178720635,0.176836883,0.178152189,0.154638447,0.487282145,129.9
2014,2014 Q2,Toledo - OH,45780,252092,44130,54253,46078,609573,650,298038,0.092,177.846,1.182258858,0.182033835,0.17675051,0.154604446,0.488929136,133.9
2014,2014 Q3,Toledo - OH,45780,252141,44872,55257,46434,609466,652,298368,0.09,188.242,1.183337894,0.185197474,0.174362631,0.155626609,0.489556431,136.8
2014,2014 Q4,Toledo - OH,45780,252112,45603,56046,46445,609330,648,300121,0.09,197.586,1.19042727,0.18674468,0.170515098,0.154754249,0.492542629,139.5
2015,2015 Q1,Toledo - OH,45780,252065,46007,55390,47470,609154,652,301095,0.089,202.087,1.19451332,0.183961872,0.170061078,0.157657882,0.494283876,141.7
2015,2015 Q2,Toledo - OH,45780,252011,46393,56485,47212,608962,664,303649,0.089,207.296,1.204903754,0.186020702,0.171750048,0.155482152,0.498633741,144.3
2015,2015 Q3,Toledo - OH,45780,251957,46743,56926,47067,608770,671,304577,0.088,210.891,1.20884516,0.186901834,0.172261087,0.154532351,0.50031539,146.3
2015,2015 Q4,Toledo - OH,45780,253122,47093,57685,47588,608808,673,306310,0.088,214.388,1.210127923,0.188322288,0.171490455,0.15535895,0.503130708,148
2016,2016 Q1,Toledo - OH,45780,254298,47639,58732,47554,608849,677,308753,0.088,219.31,1.21413853,0.190223253,0.170532547,0.154019556,0.507109316,147.7
2016,2016 Q2,Toledo - OH,45780,255493,48087,59352,48100,608910,680,310106,0.09,224.233,1.213755367,0.191392621,0.169692432,0.155108253,0.509280518,146.9
2016,2016 Q3,Toledo - OH,45780,256667,48484,58325,48513,608898,689,310537,0.09,228.674,1.209882844,0.187819809,0.170530484,0.15622293,0.509998391,146.1
2016,2016 Q4,Toledo - OH,45780,256191,48822,58066,48226,608733,686,308914,0.089,230.972,1.205795676,0.187968172,0.168612511,0.156114647,0.507470434,147.9
2017,2017 Q1,Toledo - OH,45780,255708,49213,58217,48657,608551,691,310452,0.086,232.78,1.214087944,0.187523353,0.168492065,0.156729543,0.510149519,149.2
2017,2017 Q2,Toledo - OH,45780,255194,49580,56244,47696,608296,699,305930,0.087,237.067,1.198813452,0.183845978,0.169181121,0.155904946,0.502929495,151.4
2017,2017 Q3,Toledo - OH,45780,254677,49982,55799,47722,608031,702,306017,0.085,242.658,1.201588679,0.182339543,0.168540675,0.155945585,0.503291773,152.3
2017,2017 Q4,Toledo - OH,45780,254883,50389,58027,47710,607812,705,308164,0.086,248.088,1.209041011,0.188299087,0.167893786,0.154820161,0.507005456,154.5
2018,2018 Q1,Toledo - OH,45780,255069,50565,59250,48429,607547,712,309924,0.085,252.75,1.215059455,0.191175901,0.168970632,0.15626089,0.510123497,155.9
2018,2018 Q2,Toledo - OH,45780,255254,50756,59300,48419,607280,723,309724,0.085,257.333,1.213395285,0.191460784,0.170935456,0.156329506,0.510018443,157.8
2018,2018 Q3,Toledo - OH,45780,255430,51024,60109,48673,606993,727,310164,0.085,261.677,1.214281799,0.193797475,0.170978363,0.156926658,0.510984476,159.4
2018,2018 Q4,Toledo - OH,45780,255380,51321,60541,48514,606882,728,310125,0.084,264.098,1.214366826,0.195214833,0.170222716,0.156433696,0.511013673,161
2019,2019 Q1,Toledo - OH,45780,255321,51823,60864,48190,606751,736,309779,0.084,268.928,1.213292287,0.196475552,0.170426259,0.155562514,0.510553753,162.8
2019,2019 Q2,Toledo - OH,45780,255248,52406,62580,48054,606588,743,311675,0.084,275.507,1.221067354,0.200786075,0.170133191,0.154179835,0.513816627,164.7
2019,2019 Q3,Toledo - OH,45780,255185,52939,63351,47993,606453,752,311876,0.083,280.896,1.222156475,0.203128808,0.170460341,0.153884877,0.514262441,166.3
2019,2019 Q4,Toledo - OH,45780,254080,53563,62822,48182,606455,745,311842,0.083,286.641,1.227337846,0.201454583,0.16690626,0.154507731,0.514204681,168
2020,2020 Q1,Toledo - OH,45780,252965,54288,63373,46656,606413,754,311002,0.082,290.232,1.229426996,0.203770394,0.166666667,0.150018328,0.5128551,170.2
2020,2020 Q2,Toledo - OH,45780,251902,53436,48993,39771,606240,762,261089,0.081,296.687,1.036470532,0.187648656,0.171120593,0.152327367,0.430669372,173.1
2020,2020 Q3,Toledo - OH,45780,251435,53790,59115,43026,605606,767,288071,0.08,306.226,1.145707638,0.205209827,0.171109872,0.149359012,0.475673953,176.2
2020,2020 Q4,Toledo - OH,45780,251081,54284,59672,43599,605244,774,291467,0.079,312.208,1.160848491,0.204729867,0.17110014,0.149584687,0.481569417,178.8
2021,2021 Q1,Toledo - OH,45780,250671,54408,59412,43502,604746,789,292574,0.079,323.102,1.167163334,0.203066575,0.174018527,0.14868717,0.483796503,182.9
2021,2021 Q2,Toledo - OH,45780,250302,56402,59056,43102,604344,813,292133,0.079,343.6,1.167122116,0.202154498,0.17297259,0.147542387,0.4833886,187.5
2021,2021 Q3,Toledo - OH,45780,250023,57258,59253,43423,604160,837,291783,0.078,367.994,1.167024634,0.203072146,0.175416536,0.148819499,0.482956502,192.1
2021,2021 Q4,Toledo - OH,45780,250343,58191,61689,44559,603569,840,295972,0.078,386.256,1.182265931,0.2084285,0.173222663,0.150551404,0.490369784,196.9
2022,2022 Q1,Toledo - OH,45780,250680,59438,62707,45055,603014,858,300456,0.077,402.165,1.198563906,0.2087061,0.173222518,0.149955401,0.498257089,202.4
2022,2022 Q2,Toledo - OH,45780,250981,60530,63225,45673,602368,882,304517,0.077,419.555,1.213306983,0.207623876,0.174855444,0.149985058,0.505533162,207.6
2022,2022 Q3,Toledo - OH,45780,251328,61548,63355,46408,601831,882,305548,0.077,415.703,1.215734021,0.207348764,0.171963346,0.151884483,0.507697344,209.6
2022,2022 Q4,Toledo - OH,45780,251258,62227,63448,46728,601415,868,307326,0.077,408.117,1.223149114,0.206451781,0.167387147,0.152047012,0.51100488,209.9
2023,2023 Q1,Toledo - OH,45780,251346.4288,62853.29169,63700.39896,46601.549,600995.9463,873.5623668,304844.8931,0.077,415.1453299,1.212847521,0.208960033,0.166781216,0.152869705,0.507232861,
2023,2023 Q2,Toledo - OH,45780,251556.6473,62499.56935,64021.73858,46500.81348,600606.6253,887.1808245,303510.9753,0.077,416.2812335,1.206531326,0.210937145,0.170339892,0.153209661,0.505340705,
2023,2023 Q3,Toledo - OH,45780,251726.7326,62794.58668,64343.0782,46420.56385,600168.5853,894.5499157,302793.8209,0.079,416.7814935,1.202867164,0.21249799,0.170947841,0.153307501,0.504514612,
2023,2023 Q4,Toledo - OH,45780,252082.5998,63267.89626,64664.41781,46356.63404,599724.3329,893.5932724,302408.2571,0.08,428.1130682,1.199639552,0.213831522,0.169487527,0.153291562,0.504245435,
2024,2024 Q1,Toledo - OH,45780,252403.2034,63569.99562,64985.75743,46305.70519,599285.2953,902.6192067,302200.9664,0.083,438.5034891,1.197294497,0.215041527,0.170385893,0.153228184,0.50426895,
2024,2024 Q2,Toledo - OH,45780,252683.2827,64685.07395,65307.09704,46265.1334,598846.2577,915.7092546,302089.5207,0.085,441.09807,1.195526342,0.216184583,0.169877073,0.153150408,0.504452548,
2024,2024 Q3,Toledo - OH,45780,252920.1456,65311.66015,65628.43666,46232.81241,598407.2201,922.976983,302029.6041,0.086,442.2577244,1.194169817,0.217291404,0.169582641,0.153073777,0.504722527,
2024,2024 Q4,Toledo - OH,45780,253113.2678,65965.36954,65949.77628,46207.06432,597968.1825,922.4879112,301997.3912,0.088,449.5007219,1.193131414,0.218378629,0.167813127,0.153004846,0.505039231,
2025,2025 Q1,Toledo - OH,45780,253263.8879,66759.00784,66271.11589,46186.55245,597529.1449,931.2992632,301980.0725,0.088,454.8354113,1.192353458,0.219455262,0.167401996,0.152945696,0.505381328,
2025,2025 Q2,Toledo - OH,45780,253374.6151,67453.45707,66592.45551,46170.21193,597090.1073,943.8970099,301970.7615,0.088,455.7428492,1.19179564,0.22052617,0.167919698,0.152896299,0.505737338,
2025,2025 Q3,Toledo - OH,45780,253449.0616,68145.03204,66913.79512,46157.19447,596651.0697,951.070302,301965.7556,0.088,465.6431895,1.191425818,0.221593985,0.167478733,0.152855725,0.506101088,
